Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Produccion
Producción de vehículos,2020,Febrero,Toyota,Yaris-R,Automóviles,Subcompactos,739
Producción de vehículos,2020,Febrero,Volkswagen,Golf-,Automóviles,Compactos, 3 229
Producción de vehículos,2020,Febrero,Volkswagen,Jetta,Automóviles,Compactos, 14 037
Producción de vehículos,2020,Febrero,Volkswagen,Tiguan-,Camiones ligeros,SUV's, 13 981
Producción de vehículos,2020,Febrero,Volkswagen,Otros Volkswagen,Camiones ligeros,SUV's,-
Producción de vehículos,2020,Marzo,Audi,Q5,Camiones ligeros,SUV's, 8 609
Producción de vehículos,2020,Marzo,BMW,Serie 3,Automóviles,De Lujo, 4 322
Producción de vehículos,2020,Marzo,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 6 193
Producción de vehículos,2020,Marzo,Chrysler,Jeep Compass-,Camiones ligeros,SUV's, 11 055
Producción de vehículos,2020,Marzo,Chrysler,Journey,Camiones ligeros,SUV's, 2 671
Producción de vehículos,2020,Marzo,Chrysler,Promaster,Camiones ligeros,SUV's, 3 225
Producción de vehículos,2020,Marzo,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 3 193
Producción de vehículos,2020,Marzo,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,17
Producción de vehículos,2020,Marzo,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 4 481
Producción de vehículos,2020,Marzo,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Marzo,Ford Motor,Fusion,Automóviles,Compactos, 11 204
Producción de vehículos,2020,Marzo,Ford Motor,Fusion Hibrido,Automóviles,Compactos, 2 721
Producción de vehículos,2020,Marzo,Ford Motor,MKZ-,Automóviles,De Lujo, 1 780
Producción de vehículos,2020,Marzo,Ford Motor,MKZ Hibrido-,Automóviles,De Lujo,323
Producción de vehículos,2020,Marzo,Ford Motor,Bronco Sport,Camiones ligeros,SUV's,51
Producción de vehículos,2020,Marzo,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,97
Producción de vehículos,2020,Marzo,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Aveo-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Marzo,General Motors,Captiva Sport,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Marzo,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,0
Producción de vehículos,2020,Marzo,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,0
Producción de vehículos,2020,Marzo,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,0
Producción de vehículos,2020,Marzo,General Motors,Cruze 5 Ptas,Automóviles,Compactos,0
Producción de vehículos,2020,Marzo,General Motors,Equinox SUV-,Camiones ligeros,SUV's, 15 040
Producción de vehículos,2020,Marzo,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Marzo,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Marzo,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Sonic-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Marzo,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Marzo,General Motors,SRX SUV-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Marzo,General Motors,Terrain SUV-,Camiones ligeros,SUV's, 5 200
Producción de vehículos,2020,Marzo,General Motors,Trax,Camiones ligeros,SUV's, 3 765
Producción de vehículos,2020,Marzo,General Motors,Blazer,Camiones ligeros,SUV's, 8 376
Producción de vehículos,2020,Marzo,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups, 3 204
Producción de vehículos,2020,Marzo,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups, 16 952
Producción de vehículos,2020,Marzo,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups, 1 020
Producción de vehículos,2020,Marzo,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups, 10 248
Producción de vehículos,2020,Marzo,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Marzo,General Motors,Onix,Automóviles,Compactos, 2 612
Producción de vehículos,2020,Marzo,Honda,Fit-,Automóviles,Subcompactos, 3 399
Producción de vehículos,2020,Marzo,Honda,HR-V-,Camiones ligeros,SUV's, 5 934
Producción de vehículos,2020,Marzo,JAC,Frison,Camiones ligeros,Pick Ups,72
Producción de vehículos,2020,Marzo,JAC,Sei2,Camiones ligeros,SUV's,140
Producción de vehículos,2020,Marzo,JAC,Sei3,Camiones ligeros,SUV's,102
Producción de vehículos,2020,Marzo,JAC,Sei4,Camiones ligeros,SUV's,84
Producción de vehículos,2020,Marzo,JAC,GML X150 EV,Camiones ligeros,Pick Ups,1
Producción de vehículos,2020,Marzo,KIA,Forte-,Automóviles,Compactos, 13 080
Producción de vehículos,2020,Marzo,KIA,Forte Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Marzo,KIA,Hyundai Accent Sedán,Automóviles,Subcompactos, 2 714
Producción de vehículos,2020,Marzo,KIA,Hyundai Accent Hatchback,Automóviles,Subcompactos,574
Producción de vehículos,2020,Marzo,KIA,Kia Río Hatchback-,Automóviles,Subcompactos, 2 380
Producción de vehículos,2020,Marzo,KIA,KIA Río Sedan-,Automóviles,Subcompactos, 7 252
Producción de vehículos,2020,Marzo,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos, 1 761
Producción de vehículos,2020,Marzo,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,709
Producción de vehículos,2020,Marzo,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Marzo,Mazda,Mazda 3 Sedán-,Automóviles,Compactos, 2 338
Producción de vehículos,2020,Marzo,Mazda,CX-30,Camiones ligeros,SUV's, 8 587
Producción de vehículos,2020,Marzo,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2020,Marzo,Mercedes Benz,GLB_,Camiones ligeros,SUV's, 6 741
Producción de vehículos,2020,Marzo,Nissan,Kicks,Camiones ligeros,SUV's, 9 628
Producción de vehículos,2020,Marzo,Nissan,March,Automóviles,Subcompactos, 2 125
Producción de vehículos,2020,Marzo,Nissan,Note,Automóviles,Compactos,0
Producción de vehículos,2020,Marzo,Nissan,NP300,Camiones ligeros,Pick Ups, 5 445
Producción de vehículos,2020,Marzo,Nissan,NV 200 Cargo,Camiones ligeros,SUV's, 1 632
Producción de vehículos,2020,Marzo,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Marzo,Nissan,Sentra,Automóviles,Compactos, 12 583
Producción de vehículos,2020,Marzo,Nissan,Tiida Sedan,Automóviles,Compactos,0
Producción de vehículos,2020,Marzo,Nissan,Versa,Automóviles,Compactos, 13 718
Producción de vehículos,2020,Marzo,Nissan,QX50,Camiones ligeros,SUV's, 1 281
Producción de vehículos,2020,Marzo,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 10 786
Producción de vehículos,2020,Marzo,Toyota,Yaris-R,Automóviles,Subcompactos,723
Producción de vehículos,2020,Marzo,Volkswagen,Golf-,Automóviles,Compactos,9
Producción de vehículos,2020,Marzo,Volkswagen,Jetta,Automóviles,Compactos, 12 974
Producción de vehículos,2020,Marzo,Volkswagen,Tiguan-,Camiones ligeros,SUV's, 16 643
Producción de vehículos,2020,Abril,Audi,Q5,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,BMW,Serie 3,Automóviles,De Lujo,0
Producción de vehículos,2020,Abril,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Chrysler,Jeep Compass-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,Chrysler,Journey,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,Chrysler,Promaster,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,Ford Motor,Fusion,Automóviles,Compactos,1
Producción de vehículos,2020,Abril,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,17
Producción de vehículos,2020,Abril,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Honda,Fit-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,Honda,HR-V-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,J4,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,JAC,Frison,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,JAC,Sei2,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,Sei3,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,Sei7,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,Sei4,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,GML X150 EV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,JAC,X 200,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,JAC,E J4,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,JAC,E Sei 1,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,E Sei 2,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,E Sei 4,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,JAC,SUNRAY,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Abril,KIA,Forte-,Automóviles,Compactos, 1 907
Producción de vehículos,2020,Abril,KIA,Forte Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Abril,KIA,Hyundai Accent Sedán,Automóviles,Subcompactos,480
Producción de vehículos,2020,Abril,KIA,Hyundai Accent Hatchback,Automóviles,Subcompactos,1
Producción de vehículos,2020,Abril,KIA,Kia Río Hatchback-,Automóviles,Subcompactos,344
Producción de vehículos,2020,Abril,KIA,KIA Río Sedan-,Automóviles,Subcompactos,972
Producción de vehículos,2020,Abril,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Abril,Mazda,Mazda 3 Sedán-,Automóviles,Compactos,0
Producción de vehículos,2020,Abril,Mazda,CX-30,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2020,Abril,Mercedes Benz,GLB_,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Abril,Nissan,Versa,Automóviles,Compactos,0
Producción de vehículos,2020,Abril,Toyota,Tacoma-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Abril,Toyota,Yaris-R,Automóviles,Subcompactos,0
Producción de vehículos,2020,Abril,Volkswagen,Golf-,Automóviles,Compactos,0
Producción de vehículos,2020,Abril,Volkswagen,Jetta,Automóviles,Compactos,0
Producción de vehículos,2020,Abril,Volkswagen,Tiguan-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,Audi,Q5,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,BMW,Serie 3,Automóviles,De Lujo,336
Producción de vehículos,2020,Mayo,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups,635
Producción de vehículos,2020,Mayo,Chrysler,Jeep Compass-,Camiones ligeros,SUV's, 1 154
Producción de vehículos,2020,Mayo,Chrysler,Journey,Camiones ligeros,SUV's,236
Producción de vehículos,2020,Mayo,Chrysler,Promaster,Camiones ligeros,SUV's,468
Producción de vehículos,2020,Mayo,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,393
Producción de vehículos,2020,Mayo,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,405
Producción de vehículos,2020,Mayo,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,Ford Motor,Fusion,Automóviles,Compactos,432
Producción de vehículos,2020,Mayo,Ford Motor,Fusion Hibrido,Automóviles,Compactos,106
Producción de vehículos,2020,Mayo,Ford Motor,MKZ-,Automóviles,De Lujo,56
Producción de vehículos,2020,Mayo,Ford Motor,MKZ Hibrido-,Automóviles,De Lujo,13
Producción de vehículos,2020,Mayo,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,16
Producción de vehículos,2020,Mayo,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Aveo-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,General Motors,Captiva Sport,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,General Motors,Cruze 5 Ptas,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,General Motors,Equinox SUV-,Camiones ligeros,SUV's, 2 052
Producción de vehículos,2020,Mayo,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Mayo,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Mayo,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Sonic-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,General Motors,SRX SUV-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,General Motors,Terrain SUV-,Camiones ligeros,SUV's,980
Producción de vehículos,2020,Mayo,General Motors,Trax,Camiones ligeros,SUV's,657
Producción de vehículos,2020,Mayo,General Motors,Blazer,Camiones ligeros,SUV's, 1 080
Producción de vehículos,2020,Mayo,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,409
Producción de vehículos,2020,Mayo,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups, 2 082
Producción de vehículos,2020,Mayo,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups,85
Producción de vehículos,2020,Mayo,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups, 1 110
Producción de vehículos,2020,Mayo,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Mayo,General Motors,Onix,Automóviles,Compactos,515
Producción de vehículos,2020,Mayo,Honda,Fit-,Automóviles,Subcompactos,482
Producción de vehículos,2020,Mayo,Honda,HR-V-,Camiones ligeros,SUV's,659
Producción de vehículos,2020,Mayo,JAC,Sei2,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,KIA,Forte-,Automóviles,Compactos, 1 401
Producción de vehículos,2020,Mayo,KIA,Forte Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,KIA,Hyundai Accent Sedán,Automóviles,Subcompactos,300
Producción de vehículos,2020,Mayo,KIA,Hyundai Accent Hatchback,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,KIA,Kia Río Hatchback-,Automóviles,Subcompactos,187
Producción de vehículos,2020,Mayo,KIA,KIA Río Sedan-,Automóviles,Subcompactos,412
Producción de vehículos,2020,Mayo,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos,13
Producción de vehículos,2020,Mayo,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,5
Producción de vehículos,2020,Mayo,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,Mazda,Mazda 3 Sedán-,Automóviles,Compactos,16
Producción de vehículos,2020,Mayo,Mazda,CX-30,Camiones ligeros,SUV's,63
Producción de vehículos,2020,Mayo,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2020,Mayo,Mercedes Benz,GLB_,Camiones ligeros,SUV's,267
Producción de vehículos,2020,Mayo,Nissan,Kicks,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,Nissan,March,Automóviles,Subcompactos,0
Producción de vehículos,2020,Mayo,Nissan,Note,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,Nissan,NP300,Camiones ligeros,Pick Ups,4
Producción de vehículos,2020,Mayo,Nissan,NV 200 Cargo,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Mayo,Nissan,Sentra,Automóviles,Compactos, 2 087
Producción de vehículos,2020,Mayo,Nissan,Tiida Sedan,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,Nissan,Versa,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,Nissan,QX50,Camiones ligeros,SUV's,33
Producción de vehículos,2020,Mayo,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 3 705
Producción de vehículos,2020,Mayo,Toyota,Yaris-R,Automóviles,Subcompactos,8
Producción de vehículos,2020,Mayo,Volkswagen,Golf-,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,Volkswagen,Jetta,Automóviles,Compactos,0
Producción de vehículos,2020,Mayo,Volkswagen,Tiguan-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Junio,Audi,Q5,Camiones ligeros,SUV's, 2 059
Producción de vehículos,2020,Junio,BMW,Serie 3,Automóviles,De Lujo, 3 458
Producción de vehículos,2020,Junio,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups, 10 283
Producción de vehículos,2020,Junio,Chrysler,Jeep Compass-,Camiones ligeros,SUV's, 14 214
Producción de vehículos,2020,Junio,Chrysler,Journey,Camiones ligeros,SUV's, 4 950
Producción de vehículos,2020,Junio,Chrysler,Promaster,Camiones ligeros,SUV's, 5 089
Producción de vehículos,2020,Junio,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 4 154
Producción de vehículos,2020,Junio,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,3
Producción de vehículos,2020,Junio,Chrysler,RAM 4000,Camiones ligeros,Pick Ups, 6 808
Producción de vehículos,2020,Junio,Chrysler,RAM 4000 Diesel,Camiones ligeros,Pick Ups,-
Producción de vehículos,2020,Junio,Fiat,Fiat 500-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Junio,Ford Motor,Fusion,Automóviles,Compactos, 12 868
Producción de vehículos,2020,Junio,Ford Motor,Fusion Hibrido,Automóviles,Compactos, 4 449
Producción de vehículos,2020,Junio,Ford Motor,MKZ-,Automóviles,De Lujo, 2 302
Producción de vehículos,2020,Junio,Ford Motor,MKZ Hibrido-,Automóviles,De Lujo,352
Producción de vehículos,2020,Junio,Ford Motor,Bronco Sport,Camiones ligeros,SUV's,14
Producción de vehículos,2020,Junio,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,6
Producción de vehículos,2020,Junio,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Aveo-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Junio,General Motors,Captiva Sport,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Junio,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,0
Producción de vehículos,2020,Junio,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,0
Producción de vehículos,2020,Junio,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,0
Producción de vehículos,2020,Junio,General Motors,Cruze 5 Ptas,Automóviles,Compactos,0
Producción de vehículos,2020,Junio,General Motors,Equinox SUV-,Camiones ligeros,SUV's, 15 165
Producción de vehículos,2020,Junio,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Junio,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,0
Producción de vehículos,2020,Junio,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Sonic-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Junio,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,0
Producción de vehículos,2020,Junio,General Motors,SRX SUV-,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Junio,General Motors,Terrain SUV-,Camiones ligeros,SUV's, 7 855
Producción de vehículos,2020,Junio,General Motors,Trax,Camiones ligeros,SUV's, 5 439
Producción de vehículos,2020,Junio,General Motors,Blazer,Camiones ligeros,SUV's, 8 868
Producción de vehículos,2020,Junio,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups, 2 325
Producción de vehículos,2020,Junio,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups, 20 221
Producción de vehículos,2020,Junio,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups,235
Producción de vehículos,2020,Junio,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups, 10 015
Producción de vehículos,2020,Junio,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,0
Producción de vehículos,2020,Junio,General Motors,Onix,Automóviles,Compactos, 3 975
Producción de vehículos,2020,Junio,Honda,Fit-,Automóviles,Subcompactos, 4 328
Producción de vehículos,2020,Junio,Honda,HR-V-,Camiones ligeros,SUV's, 8 562
Producción de vehículos,2020,Junio,JAC,J4,Automóviles,Subcompactos,50
Producción de vehículos,2020,Junio,JAC,Frison,Camiones ligeros,Pick Ups,108
Producción de vehículos,2020,Junio,JAC,Sei2,Camiones ligeros,SUV's,134
Producción de vehículos,2020,Junio,JAC,Sei3,Camiones ligeros,SUV's,52
Producción de vehículos,2020,Junio,JAC,GML X150 EV,Camiones ligeros,Pick Ups,32
Producción de vehículos,2020,Junio,JAC,X 200,Camiones ligeros,Pick Ups,9
Producción de vehículos,2020,Junio,KIA,Forte-,Automóviles,Compactos, 10 956
Producción de vehículos,2020,Junio,KIA,Forte Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Junio,KIA,Hyundai Accent Sedán,Automóviles,Subcompactos,520
Producción de vehículos,2020,Junio,KIA,Hyundai Accent Hatchback,Automóviles,Subcompactos,6
Producción de vehículos,2020,Junio,KIA,Kia Río Hatchback-,Automóviles,Subcompactos, 1 154
Producción de vehículos,2020,Junio,KIA,KIA Río Sedan-,Automóviles,Subcompactos, 2 814
Producción de vehículos,2020,Junio,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos, 2 166
Producción de vehículos,2020,Junio,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,204
Producción de vehículos,2020,Junio,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,0
Producción de vehículos,2020,Junio,Mazda,Mazda 3 Sedán-,Automóviles,Compactos,657
Producción de vehículos,2020,Junio,Mazda,CX-30,Camiones ligeros,SUV's, 5 930
Producción de vehículos,2020,Junio,Mercedes Benz,Clase A Sedán_,Automóviles,De Lujo,0
Producción de vehículos,2020,Junio,Mercedes Benz,GLB_,Camiones ligeros,SUV's, 7 747
Producción de vehículos,2020,Junio,Nissan,Kicks,Camiones ligeros,SUV's, 6 062
Producción de vehículos,2020,Junio,Nissan,March,Automóviles,Subcompactos, 1 940
Producción de vehículos,2020,Junio,Nissan,Note,Automóviles,Compactos,0
Producción de vehículos,2020,Junio,Nissan,NP300,Camiones ligeros,Pick Ups, 2 670
Producción de vehículos,2020,Junio,Nissan,NV 200 Cargo,Camiones ligeros,SUV's,958
Producción de vehículos,2020,Junio,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,0
Producción de vehículos,2020,Junio,Nissan,Sentra,Automóviles,Compactos, 13 999
Producción de vehículos,2020,Junio,Nissan,Tiida Sedan,Automóviles,Compactos,0
Producción de vehículos,2020,Junio,Nissan,Versa,Automóviles,Compactos, 8 710
Producción de vehículos,2020,Junio,Nissan,QX50,Camiones ligeros,SUV's,587
Producción de vehículos,2020,Junio,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 13 165
