Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Produccion
Producción de vehículos,2008,Febrero,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos, 1 181
Producción de vehículos,2008,Febrero,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,732
Producción de vehículos,2008,Febrero,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 3 156
Producción de vehículos,2008,Febrero,General Motors,HHR 5 PTAS,Automóviles,Compactos, 6 776
Producción de vehículos,2008,Febrero,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,78
Producción de vehículos,2008,Febrero,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,117
Producción de vehículos,2008,Febrero,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,622
Producción de vehículos,2008,Febrero,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,465
Producción de vehículos,2008,Febrero,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 9 244
Producción de vehículos,2008,Febrero,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,594
Producción de vehículos,2008,Febrero,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Febrero,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 2 033
Producción de vehículos,2008,Febrero,General Motors,VUE,Camiones ligeros,SUV's, 6 789
Producción de vehículos,2008,Febrero,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2008,Febrero,Honda,CR-V-,Camiones ligeros,SUV's, 4 194
Producción de vehículos,2008,Febrero,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 981
Producción de vehículos,2008,Febrero,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,95
Producción de vehículos,2008,Febrero,Nissan,Estacas Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Febrero,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups,45
Producción de vehículos,2008,Febrero,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Febrero,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,544
Producción de vehículos,2008,Febrero,Nissan,Platina 4 PTS,Automóviles,Subcompactos,638
Producción de vehículos,2008,Febrero,Nissan,Sentra,Automóviles,Compactos, 8 140
Producción de vehículos,2008,Febrero,Nissan,Sentra 4 PTS,Automóviles,Compactos,0
Producción de vehículos,2008,Febrero,Nissan,Sentra SE R,Automóviles,Compactos,0
Producción de vehículos,2008,Febrero,Nissan,Tiida 5 PTS,Automóviles,Compactos, 14 579
Producción de vehículos,2008,Febrero,Nissan,Tiida Sedan,Automóviles,Compactos,786
Producción de vehículos,2008,Febrero,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2008,Febrero,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 7 090
Producción de vehículos,2008,Febrero,Renault,Clio,Automóviles,Subcompactos, 1 215
Producción de vehículos,2008,Febrero,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2008,Febrero,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 3 873
Producción de vehículos,2008,Febrero,Volkswagen,Beetle,Automóviles,Compactos, 2 712
Producción de vehículos,2008,Febrero,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 2 620
Producción de vehículos,2008,Febrero,Volkswagen,Bora,Automóviles,Compactos, 16 406
Producción de vehículos,2008,Febrero,Volkswagen,Bora TDI,Automóviles,Compactos,125
Producción de vehículos,2008,Febrero,Volkswagen,Jetta 4 PTAS,Automóviles,Compactos, 7 116
Producción de vehículos,2008,Febrero,Volkswagen,Jetta TDI,Automóviles,Compactos,128
Producción de vehículos,2008,Febrero,Volkswagen,Sportwagen,Automóviles,Compactos, 8 967
Producción de vehículos,2008,Marzo,Chrysler,Journey,Camiones ligeros,SUV's, 11 156
Producción de vehículos,2008,Marzo,Chrysler,PT Cruiser,Automóviles,Compactos, 5 094
Producción de vehículos,2008,Marzo,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,691
Producción de vehículos,2008,Marzo,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 7 025
Producción de vehículos,2008,Marzo,Chrysler,RAM 3500,Camiones ligeros,Pick Ups, 5 091
Producción de vehículos,2008,Marzo,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,264
Producción de vehículos,2008,Marzo,Ford Motor,F 150,Camiones ligeros,Pick Ups, 1 096
Producción de vehículos,2008,Marzo,Ford Motor,F 250,Camiones ligeros,Pick Ups,684
Producción de vehículos,2008,Marzo,Ford Motor,F 350,Camiones ligeros,Pick Ups,666
Producción de vehículos,2008,Marzo,Ford Motor,F 450,Camiones ligeros,Pick Ups,70
Producción de vehículos,2008,Marzo,Ford Motor,F 550,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Marzo,Ford Motor,Fusion,Automóviles,Compactos, 15 160
Producción de vehículos,2008,Marzo,Ford Motor,H - 215,Camiones ligeros,Pick Ups,470
Producción de vehículos,2008,Marzo,Ford Motor,LCF,Camiones ligeros,Pick Ups,54
Producción de vehículos,2008,Marzo,Ford Motor,Milan-,Automóviles,De Lujo, 2 287
Producción de vehículos,2008,Marzo,Ford Motor,MKZ-,Automóviles,De Lujo, 3 063
Producción de vehículos,2008,Marzo,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 3 951
Producción de vehículos,2008,Marzo,General Motors,Captiva Sport,Camiones ligeros,SUV's,749
Producción de vehículos,2008,Marzo,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,973
Producción de vehículos,2008,Marzo,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos, 1 901
Producción de vehículos,2008,Marzo,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos,884
Producción de vehículos,2008,Marzo,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,566
Producción de vehículos,2008,Marzo,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 2 149
Producción de vehículos,2008,Marzo,General Motors,HHR 5 PTAS,Automóviles,Compactos, 7 937
Producción de vehículos,2008,Marzo,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,57
Producción de vehículos,2008,Marzo,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,98
Producción de vehículos,2008,Marzo,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,578
Producción de vehículos,2008,Marzo,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,564
Producción de vehículos,2008,Marzo,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 6 032
Producción de vehículos,2008,Marzo,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,334
Producción de vehículos,2008,Marzo,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Marzo,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 1 590
Producción de vehículos,2008,Marzo,General Motors,VUE,Camiones ligeros,SUV's, 8 268
Producción de vehículos,2008,Marzo,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2008,Marzo,Honda,CR-V-,Camiones ligeros,SUV's, 3 635
Producción de vehículos,2008,Marzo,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 607
Producción de vehículos,2008,Marzo,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,115
Producción de vehículos,2008,Marzo,Nissan,Estacas Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Marzo,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups,76
Producción de vehículos,2008,Marzo,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Marzo,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,345
Producción de vehículos,2008,Marzo,Nissan,Platina 4 PTS,Automóviles,Subcompactos,742
Producción de vehículos,2008,Marzo,Nissan,Sentra,Automóviles,Compactos, 4 166
Producción de vehículos,2008,Marzo,Nissan,Sentra 4 PTS,Automóviles,Compactos,0
Producción de vehículos,2008,Marzo,Nissan,Sentra SE R,Automóviles,Compactos,0
Producción de vehículos,2008,Marzo,Nissan,Tiida 5 PTS,Automóviles,Compactos, 8 565
Producción de vehículos,2008,Marzo,Nissan,Tiida Sedan,Automóviles,Compactos, 2 296
Producción de vehículos,2008,Marzo,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2008,Marzo,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 5 949
Producción de vehículos,2008,Marzo,Renault,Clio,Automóviles,Subcompactos,711
Producción de vehículos,2008,Marzo,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2008,Marzo,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 3 824
Producción de vehículos,2008,Marzo,Volkswagen,Beetle,Automóviles,Compactos, 2 305
Producción de vehículos,2008,Marzo,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 1 697
Producción de vehículos,2008,Marzo,Volkswagen,Bora,Automóviles,Compactos, 13 344
Producción de vehículos,2008,Marzo,Volkswagen,Bora TDI,Automóviles,Compactos,6
Producción de vehículos,2008,Marzo,Volkswagen,Jetta 4 PTAS,Automóviles,Compactos, 5 452
Producción de vehículos,2008,Marzo,Volkswagen,Jetta TDI,Automóviles,Compactos,41
Producción de vehículos,2008,Marzo,Volkswagen,Sportwagen,Automóviles,Compactos, 7 477
Producción de vehículos,2008,Abril,Chrysler,Journey,Camiones ligeros,SUV's, 13 308
Producción de vehículos,2008,Abril,Chrysler,PT Cruiser,Automóviles,Compactos, 5 821
Producción de vehículos,2008,Abril,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups, 1 314
Producción de vehículos,2008,Abril,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 6 129
Producción de vehículos,2008,Abril,Chrysler,RAM 3500,Camiones ligeros,Pick Ups, 4 846
Producción de vehículos,2008,Abril,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,446
Producción de vehículos,2008,Abril,Ford Motor,F 150,Camiones ligeros,Pick Ups,969
Producción de vehículos,2008,Abril,Ford Motor,F 250,Camiones ligeros,Pick Ups,704
Producción de vehículos,2008,Abril,Ford Motor,F 350,Camiones ligeros,Pick Ups, 1 117
Producción de vehículos,2008,Abril,Ford Motor,F 450,Camiones ligeros,Pick Ups,176
Producción de vehículos,2008,Abril,Ford Motor,F 550,Camiones ligeros,Pick Ups,2
Producción de vehículos,2008,Abril,Ford Motor,Fusion,Automóviles,Compactos, 14 769
Producción de vehículos,2008,Abril,Ford Motor,H - 215,Camiones ligeros,Pick Ups,550
Producción de vehículos,2008,Abril,Ford Motor,LCF,Camiones ligeros,Pick Ups,66
Producción de vehículos,2008,Abril,Ford Motor,Milan-,Automóviles,De Lujo, 3 691
Producción de vehículos,2008,Abril,Ford Motor,MKZ-,Automóviles,De Lujo, 3 864
Producción de vehículos,2008,Abril,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 4 045
Producción de vehículos,2008,Abril,General Motors,Captiva Sport,Camiones ligeros,SUV's, 1 493
Producción de vehículos,2008,Abril,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,923
Producción de vehículos,2008,Abril,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos, 2 145
Producción de vehículos,2008,Abril,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos,966
Producción de vehículos,2008,Abril,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,783
Producción de vehículos,2008,Abril,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 2 938
Producción de vehículos,2008,Abril,General Motors,HHR 5 PTAS,Automóviles,Compactos, 4 419
Producción de vehículos,2008,Abril,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,154
Producción de vehículos,2008,Abril,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,154
Producción de vehículos,2008,Abril,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups, 1 035
Producción de vehículos,2008,Abril,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,347
Producción de vehículos,2008,Abril,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 8 832
Producción de vehículos,2008,Abril,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Abril,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Abril,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 2 442
Producción de vehículos,2008,Abril,General Motors,VUE,Camiones ligeros,SUV's, 8 413
Producción de vehículos,2008,Abril,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2008,Abril,Honda,CR-V-,Camiones ligeros,SUV's, 4 643
Producción de vehículos,2008,Abril,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 982
Producción de vehículos,2008,Abril,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,334
Producción de vehículos,2008,Abril,Nissan,Estacas Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Abril,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 1 359
Producción de vehículos,2008,Abril,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Abril,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,925
Producción de vehículos,2008,Abril,Nissan,Platina 4 PTS,Automóviles,Subcompactos,624
Producción de vehículos,2008,Abril,Nissan,Sentra,Automóviles,Compactos, 12 301
Producción de vehículos,2008,Abril,Nissan,Sentra 4 PTS,Automóviles,Compactos,0
Producción de vehículos,2008,Abril,Nissan,Sentra SE R,Automóviles,Compactos,0
Producción de vehículos,2008,Abril,Nissan,Tiida 5 PTS,Automóviles,Compactos, 9 616
Producción de vehículos,2008,Abril,Nissan,Tiida Sedan,Automóviles,Compactos, 6 193
Producción de vehículos,2008,Abril,Nissan,Tsubame,Automóviles,Compactos,0
Producción de vehículos,2008,Abril,Nissan,Tsuru 4 PTS,Automóviles,Subcompactos, 6 552
Producción de vehículos,2008,Abril,Renault,Clio,Automóviles,Subcompactos,466
Producción de vehículos,2008,Abril,Renault,Scenic,Automóviles,Compactos,0
Producción de vehículos,2008,Abril,Toyota,Tacoma-,Camiones ligeros,Pick Ups, 4 489
Producción de vehículos,2008,Abril,Volkswagen,Beetle,Automóviles,Compactos, 4 204
Producción de vehículos,2008,Abril,Volkswagen,Beetle Cabrio,Automóviles,Compactos, 1 197
Producción de vehículos,2008,Abril,Volkswagen,Bora,Automóviles,Compactos, 18 813
Producción de vehículos,2008,Abril,Volkswagen,Bora TDI,Automóviles,Compactos,157
Producción de vehículos,2008,Abril,Volkswagen,Jetta 4 PTAS,Automóviles,Compactos, 7 366
Producción de vehículos,2008,Abril,Volkswagen,Jetta TDI,Automóviles,Compactos,0
Producción de vehículos,2008,Abril,Volkswagen,Sportwagen,Automóviles,Compactos, 10 008
Producción de vehículos,2008,Mayo,Chrysler,Journey,Camiones ligeros,SUV's, 11 878
Producción de vehículos,2008,Mayo,Chrysler,PT Cruiser,Automóviles,Compactos, 6 492
Producción de vehículos,2008,Mayo,Chrysler,RAM 1500-,Camiones ligeros,Pick Ups,952
Producción de vehículos,2008,Mayo,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups, 3 944
Producción de vehículos,2008,Mayo,Chrysler,RAM 3500,Camiones ligeros,Pick Ups, 3 301
Producción de vehículos,2008,Mayo,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,472
Producción de vehículos,2008,Mayo,Ford Motor,F 150,Camiones ligeros,Pick Ups,977
Producción de vehículos,2008,Mayo,Ford Motor,F 250,Camiones ligeros,Pick Ups, 1 697
Producción de vehículos,2008,Mayo,Ford Motor,F 350,Camiones ligeros,Pick Ups, 1 089
Producción de vehículos,2008,Mayo,Ford Motor,F 450,Camiones ligeros,Pick Ups,174
Producción de vehículos,2008,Mayo,Ford Motor,F 550,Camiones ligeros,Pick Ups,32
Producción de vehículos,2008,Mayo,Ford Motor,Fusion,Automóviles,Compactos, 20 115
Producción de vehículos,2008,Mayo,Ford Motor,H - 215,Camiones ligeros,Pick Ups,522
Producción de vehículos,2008,Mayo,Ford Motor,LCF,Camiones ligeros,Pick Ups,139
Producción de vehículos,2008,Mayo,Ford Motor,Milan-,Automóviles,De Lujo, 4 473
Producción de vehículos,2008,Mayo,Ford Motor,MKZ-,Automóviles,De Lujo, 3 146
Producción de vehículos,2008,Mayo,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups, 1 870
Producción de vehículos,2008,Mayo,General Motors,Captiva Sport,Camiones ligeros,SUV's, 1 353
Producción de vehículos,2008,Mayo,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos, 1 487
Producción de vehículos,2008,Mayo,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos, 2 583
Producción de vehículos,2008,Mayo,General Motors,Chevy 5 Ptas,Automóviles,Subcompactos, 1 328
Producción de vehículos,2008,Mayo,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,295
Producción de vehículos,2008,Mayo,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups, 2 471
Producción de vehículos,2008,Mayo,General Motors,HHR 5 PTAS,Automóviles,Compactos, 7 704
Producción de vehículos,2008,Mayo,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,165
Producción de vehículos,2008,Mayo,General Motors,"Kodiak Chassis Cab Class 8 PBV36,000",Camiones ligeros,Pick Ups,141
Producción de vehículos,2008,Mayo,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,877
Producción de vehículos,2008,Mayo,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,368
Producción de vehículos,2008,Mayo,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups, 6 175
Producción de vehículos,2008,Mayo,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,1
Producción de vehículos,2008,Mayo,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Mayo,General Motors,Suburban SUV-,Camiones ligeros,SUV's, 2 239
Producción de vehículos,2008,Mayo,General Motors,VUE,Camiones ligeros,SUV's, 8 121
Producción de vehículos,2008,Mayo,Honda,Accord,Automóviles,De Lujo,0
Producción de vehículos,2008,Mayo,Honda,CR-V-,Camiones ligeros,SUV's, 4 197
Producción de vehículos,2008,Mayo,Nissan,Chasis Largo,Camiones ligeros,Pick Ups, 1 942
Producción de vehículos,2008,Mayo,Nissan,Estacas Largo,Camiones ligeros,Pick Ups,352
Producción de vehículos,2008,Mayo,Nissan,Estacas Largo Diesel,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Mayo,Nissan,Pickup Doble Cabina,Camiones ligeros,Pick Ups, 1 297
Producción de vehículos,2008,Mayo,Nissan,Pickup King Cab STD,Camiones ligeros,Pick Ups,0
Producción de vehículos,2008,Mayo,Nissan,Pickup Largo,Camiones ligeros,Pick Ups,887
